application_id,ever_30dpd_6m,channel,region
682,0,Branch,East
683,0,DSA,South
685,0,Branch,North
686,0,Online,East
687,0,Online,South
690,0,Online,South
691,0,Online,North
692,0,Online,South
693,0,Branch,South
694,0,Mobile,West
695,0,Online,South
696,0,Mobile,East
697,0,DSA,West
699,0,Online,East
700,0,DSA,North
702,0,Mobile,East
703,0,Branch,South
704,0,Mobile,South
705,0,Branch,North
708,0,Mobile,East
709,0,Mobile,West
711,0,DSA,South
712,0,Online,North
715,1,Mobile,West
716,0,Mobile,West
717,0,DSA,North
718,0,Mobile,North
719,0,Mobile,West
720,0,Mobile,West
721,0,Online,East
722,0,DSA,West
723,0,Mobile,South
725,0,Branch,Metro
726,0,Branch,West
727,0,DSA,North
728,0,DSA,North
729,0,Branch,Metro
730,0,Mobile,South
732,0,Branch,West
733,0,Branch,Metro
734,0,Mobile,East
735,0,Online,East
736,0,DSA,South
737,0,Mobile,West
739,0,Branch,West
740,0,Mobile,North
741,0,DSA,East
742,0,Online,Metro
744,0,Branch,North
745,0,DSA,East
746,0,Online,West
747,0,DSA,South
750,0,Online,South
751,0,Mobile,East
752,0,Branch,East
753,0,Online,East
754,1,Online,East
755,0,Online,West
756,0,Online,North
757,0,Online,East
758,0,DSA,South
759,0,Branch,South
760,0,DSA,South
763,0,Branch,South
764,0,Online,West
765,0,Branch,North
766,0,DSA,North
767,0,Branch,West
768,0,Mobile,East
769,1,Mobile,North
770,0,Branch,South
771,0,Branch,South
773,0,Branch,South
774,0,Mobile,Metro
775,0,Online,South
776,0,Branch,West
777,0,Branch,West
778,0,Mobile,West
779,0,Mobile,Metro
780,0,DSA,North
781,0,Branch,East
782,0,DSA,South
783,0,Mobile,North
784,0,Mobile,West
785,0,Online,North
786,0,Branch,North
788,0,Mobile,West
790,0,DSA,South
793,0,Branch,South
794,0,Mobile,North
795,0,Branch,North
796,0,DSA,South
797,0,Branch,South
798,0,DSA,South
799,0,Branch,East
801,0,Branch,East
802,0,Online,South
803,0,Branch,West
804,0,Branch,Metro
805,0,Online,North
806,0,Mobile,West
808,0,Branch,East
811,0,DSA,East
812,1,DSA,North
814,1,Mobile,North
815,0,Mobile,South
816,0,Branch,East
817,0,Branch,South
818,0,DSA,North
819,0,Mobile,North
820,0,Branch,Metro
821,0,DSA,East
822,0,Mobile,West
823,0,Online,North
824,0,DSA,West
825,0,Mobile,East
826,0,Mobile,South
827,0,DSA,East
828,0,Online,Metro
829,0,DSA,West
830,0,Mobile,West
831,0,Branch,South
832,0,Branch,South
833,0,DSA,North
834,0,Mobile,East
836,0,Mobile,North
837,0,DSA,East
838,0,Branch,South
839,0,Mobile,Metro
840,0,Branch,South
841,0,DSA,South
842,0,Mobile,West
843,0,Branch,East
845,0,Branch,West
846,0,Branch,East
847,0,Online,East
848,0,Online,East
849,0,DSA,Metro
850,0,Online,West
851,0,DSA,North
852,0,Online,West
853,0,Branch,South
854,0,DSA,East
855,0,DSA,South
856,0,Branch,West
857,0,DSA,North
858,0,DSA,South
859,0,Online,South
860,0,DSA,Metro
861,0,Mobile,West
862,0,Branch,South
864,0,Online,North
865,1,Mobile,South
866,0,Branch,North
867,0,Branch,South
868,0,Online,East
869,0,DSA,Metro
870,0,Online,Metro
871,0,Branch,Metro
872,0,Mobile,North
873,0,Online,West
874,0,Branch,Metro
875,0,Online,South
877,0,Online,East
878,0,Online,North
879,0,Branch,South
880,0,Branch,South
881,0,Branch,East
882,0,Online,East
883,0,DSA,West
884,0,Mobile,West
885,0,Mobile,West
886,0,Branch,South
887,1,Branch,East
888,0,Online,North
889,1,Mobile,West
890,0,Branch,Metro
892,0,DSA,North
893,0,Branch,South
894,0,Branch,West
895,0,Mobile,South
896,0,Mobile,West
897,0,Online,South
899,0,DSA,East
900,0,DSA,East
901,0,Branch,East
902,0,Mobile,East
903,0,Online,East
904,0,DSA,Metro
905,0,DSA,South
906,0,Online,East
907,0,Online,Metro
908,0,DSA,Metro
909,0,DSA,South
910,1,Online,South
912,0,Branch,West
913,0,Branch,East
914,0,Online,North
915,0,Mobile,West
916,0,Online,North
917,0,Online,West
918,0,Mobile,Metro
919,0,Mobile,Metro
920,0,Mobile,Metro
921,0,Branch,North
922,0,DSA,East
923,0,Branch,West
924,0,DSA,West
925,0,Branch,North
926,0,DSA,Metro
927,0,Branch,East
928,0,Mobile,West
929,0,Online,East
930,0,Branch,East
931,0,DSA,South
933,0,Branch,South
935,0,Mobile,Metro
936,0,Branch,South
937,0,Online,East
938,0,Branch,Metro
940,0,Online,East
941,0,Mobile,South
942,0,Branch,North
943,0,Mobile,East
944,0,Branch,South
947,0,Branch,North
948,0,Mobile,East
949,0,Online,North
950,0,Branch,North
951,0,DSA,Metro
952,0,Mobile,Metro
953,0,Branch,West
954,0,Mobile,North
955,0,DSA,East
956,0,DSA,Metro
957,0,Mobile,East
958,0,Branch,North
959,0,Online,Metro
961,0,Branch,North
962,0,Branch,East
964,0,DSA,North
968,0,Online,East
969,0,Online,Metro
970,0,DSA,Metro
971,0,Mobile,South
972,0,DSA,West
974,0,DSA,West
975,0,Mobile,West
976,0,Online,West
977,0,Mobile,North
978,0,Mobile,South
979,1,Mobile,East
980,0,Online,South
981,0,Mobile,Metro
982,0,Mobile,South
983,0,Mobile,East
984,0,Branch,North
986,0,Online,North
987,0,Mobile,Metro
988,0,Mobile,East
989,0,Online,North
992,0,Mobile,South
993,0,Online,Metro
994,0,Mobile,West
997,0,Branch,East
998,0,Mobile,South
999,0,Mobile,Metro
1000,0,DSA,North
1001,0,Online,East
1002,0,DSA,West
1003,0,Branch,West
1004,0,Branch,Metro
1005,0,Branch,Metro
1008,0,Branch,Metro
1010,0,Mobile,South
1011,0,Branch,East
1012,0,Branch,West
1013,0,Online,North
1015,0,Branch,Metro
1016,0,Online,West
1017,0,Online,North
1018,0,DSA,Metro
1019,0,Mobile,East
1020,0,Branch,South
1021,0,DSA,East
1022,0,Branch,North
1023,0,Online,South
1024,0,Online,South
1025,0,Mobile,Metro
1026,0,Online,East
1027,0,Online,North
1028,0,DSA,South
1030,0,Branch,South
1031,0,DSA,East
1032,0,Mobile,West
1033,0,Branch,North
1034,0,Online,West
1035,0,Branch,East
1036,0,Online,West
1037,0,Mobile,East
1038,0,DSA,East
1039,0,Branch,Metro
1040,0,DSA,West
1043,0,DSA,West
1044,0,Branch,South
1046,0,DSA,South
1048,0,Branch,West
1049,0,Branch,South
1050,0,Branch,South
1051,0,Online,East
1053,0,DSA,East
1054,0,DSA,East
1055,0,Branch,North
1056,0,Branch,West
1057,0,Mobile,East
1058,0,DSA,North
1059,0,Online,East
1060,0,Mobile,East
1061,0,Branch,West
1062,0,Branch,South
1063,0,DSA,South
1064,0,Branch,West
1065,1,Online,South
1066,0,DSA,Metro
1067,0,Branch,South
1068,0,DSA,East
1069,0,Branch,East
1070,0,Branch,North
1071,0,Branch,West
1072,0,Online,North
1073,0,Online,East
1075,0,Branch,North
1076,0,Branch,Metro
1077,0,Online,South
1078,0,Branch,Metro
1079,0,Online,Metro
1080,0,Branch,Metro
1081,0,DSA,Metro
1083,0,Branch,West
1084,0,Mobile,North
1085,0,Online,Metro
1086,0,Branch,Metro
1088,0,Mobile,North
1089,0,Mobile,West
1090,1,Online,East
1091,0,Mobile,West
1092,0,DSA,East
1093,0,Mobile,South
1094,0,DSA,West
1095,0,Online,South
1096,0,Online,North
1098,0,Online,North
1099,0,Online,Metro
1100,1,DSA,North
1101,0,DSA,Metro
1102,0,Online,East
1103,1,Mobile,Metro
1105,0,Online,Metro
1106,0,Mobile,Metro
1107,0,Branch,South
1108,0,Online,South
1109,0,Online,North
1110,0,DSA,South
1111,0,Branch,East
1112,0,Branch,South
1113,0,Mobile,North
1114,1,DSA,West
1115,0,DSA,East
1116,0,DSA,West
1117,0,DSA,East
1118,0,Branch,North
1119,0,Branch,South
1120,0,Online,West
1121,0,Online,West
1123,0,DSA,North
1124,0,DSA,South
1125,0,Online,Metro
1126,0,Mobile,Metro
1127,0,Mobile,Metro
1129,0,Online,West
1130,0,Online,North
1131,0,Online,East
1132,0,Online,South
1133,0,Online,East
1134,1,DSA,West
1135,0,DSA,South
1136,0,DSA,West
1137,0,DSA,North
1138,0,Online,South
1139,0,Mobile,West
1140,0,Branch,Metro
1141,0,Online,Metro
1142,0,Branch,West
1143,0,Mobile,East
1144,0,DSA,North
1145,0,Mobile,North
1146,0,Online,West
1147,0,DSA,North
1148,0,Online,South
1149,0,DSA,North
1150,0,Branch,Metro
1151,0,Branch,West
1152,0,Branch,South
1153,0,Mobile,North
1154,0,Online,Metro
1155,0,Mobile,East
1156,0,Branch,North
1157,0,Online,Metro
1158,0,Branch,Metro
1159,0,Mobile,Metro
1160,0,Mobile,Metro
1161,1,Mobile,East
1162,0,Branch,West
1163,0,Online,Metro
1164,0,Online,West
1165,0,Branch,East
1167,0,Branch,South
1169,0,DSA,Metro
1170,0,DSA,West
1171,0,Mobile,East
1172,0,DSA,North
1173,0,DSA,South
1175,0,Branch,North
1176,0,DSA,West
1177,0,DSA,West
1178,0,Mobile,West
1179,0,DSA,Metro
1180,0,DSA,Metro
1181,0,Online,North
1183,0,Mobile,North
1184,0,Mobile,East
1185,0,Mobile,North
1187,0,Mobile,West
1188,0,Branch,South
1189,1,DSA,North
1190,0,Mobile,North
1191,1,DSA,South
1192,0,DSA,North
1193,0,Branch,West
1194,0,Mobile,South
1195,0,Online,South
1196,0,Branch,West
1199,0,DSA,West
1200,0,Branch,West
1201,0,Branch,West
1202,0,Online,South
1203,0,Mobile,North
1204,0,Online,East
1205,0,Branch,South
1206,0,Online,East
1207,0,Branch,West
1208,0,Online,West
1209,0,Branch,North
1210,0,Branch,West
1211,1,Branch,East
1213,0,Online,South
1215,0,Online,East
1216,0,Branch,West
1217,0,Online,Metro
1218,0,Online,North
1219,0,Branch,North
1220,0,DSA,Metro
1221,0,Branch,South
1222,0,Online,South
1223,0,Branch,South
1224,0,DSA,Metro
1225,0,Branch,West
1226,0,Online,West
1227,0,DSA,East
1228,0,Mobile,East
1229,0,Online,South
1230,0,DSA,Metro
1231,1,DSA,North
1232,0,Mobile,West
1233,0,Branch,Metro
1234,0,Branch,East
1235,0,Online,West
1236,0,Mobile,West
1237,1,Branch,Metro
1238,0,Mobile,East
1239,0,Branch,Metro
1240,0,DSA,North
1241,0,Branch,West
1242,0,Mobile,Metro
1243,0,DSA,Metro
1244,0,DSA,North
1246,0,Mobile,West
1247,0,Online,South
1248,0,Online,South
1249,0,Online,East
1250,0,Mobile,North
1251,0,DSA,East
1252,0,Online,South
1253,0,Mobile,North
1254,0,Online,Metro
1255,0,Branch,Metro
1256,0,Online,West
1257,0,Online,South
1258,0,DSA,Metro
1260,0,DSA,Metro
1261,0,DSA,East
1263,0,DSA,East
1264,0,DSA,East
1265,0,Online,East
1267,1,DSA,East
1268,0,Mobile,West
1269,0,Branch,West
1270,0,Online,Metro
1271,0,Online,North
1272,0,Online,East
1274,0,DSA,South
1275,0,DSA,West
1277,0,Branch,West
1278,1,DSA,East
1279,0,Branch,South
1280,0,Mobile,Metro
1281,0,Online,South
1282,0,DSA,West
1283,0,Branch,West
1284,0,Branch,North
1285,0,DSA,South
1286,0,Online,Metro
1288,0,Online,North
1289,0,Mobile,South
1290,0,Branch,North
1291,0,Branch,South
1292,0,Branch,East
1293,0,Mobile,East
1294,0,Branch,Metro
1295,0,Mobile,North
1296,0,Online,Metro
1297,0,DSA,South
1298,0,Branch,East
1299,0,Branch,East
1301,0,DSA,West
1302,0,Mobile,Metro
1303,0,DSA,North
1304,0,Online,South
1305,0,Online,Metro
1306,0,DSA,East
1307,0,Mobile,East
1308,0,Mobile,East
1309,0,Branch,South
1310,0,Mobile,Metro
1311,0,DSA,South
1312,0,Online,East
1313,0,Branch,West
1314,0,Branch,Metro
1315,0,Online,West
1318,0,Mobile,West
1319,0,Online,West
1320,0,DSA,Metro
1321,0,Mobile,West
1322,0,DSA,West
1323,0,Branch,East
1324,0,Online,Metro
1325,0,Branch,Metro
1326,0,Branch,North
1327,0,Branch,Metro
1328,0,Branch,East
1330,0,Branch,North
1331,0,Online,West
1332,0,Online,Metro
1334,0,Mobile,West
1335,0,Mobile,Metro
1336,0,Online,East
1337,0,DSA,Metro
1339,0,Online,South
1340,0,Online,South
1341,0,DSA,South
1342,0,Mobile,East
1343,0,DSA,South
1344,0,Branch,West
1347,0,DSA,North
1348,0,DSA,East
1349,0,Mobile,North
1350,0,Branch,East
1351,0,Mobile,Metro
1352,0,Mobile,North
1353,0,DSA,East
1355,0,Online,South
1356,0,Mobile,South
1357,0,Mobile,South
1358,0,DSA,West
1359,0,Mobile,South
1360,0,DSA,South
1361,0,Online,Metro
1362,0,Online,North
1363,0,Branch,North
1364,0,Online,South
1365,0,Mobile,North
1366,0,Online,East
1367,0,DSA,South
1369,0,Branch,West
1370,0,Online,East
1371,0,DSA,South
1373,0,Mobile,North
1375,0,DSA,South
1376,0,Branch,South
1377,0,Mobile,South
1378,0,Branch,West
1379,0,Online,East
1380,0,Online,West
1381,0,Online,North
1382,0,Mobile,Metro
1384,0,Mobile,North
1385,0,Branch,Metro
1386,0,Mobile,South
1388,0,Mobile,Metro
1389,0,DSA,West
1390,0,Branch,Metro
1391,0,Online,Metro
1392,0,Online,East
1393,0,Mobile,South
1394,0,Online,South
1395,0,Branch,West
1396,0,Online,West
1397,1,DSA,East
1399,0,Mobile,East
1400,0,Branch,West
1402,0,DSA,South
1403,0,Branch,South
1404,0,Online,North
1405,0,Online,West
1406,0,Mobile,West
1407,0,Online,East
1408,0,Branch,North
1409,0,DSA,North
1410,0,Online,West
1411,0,Mobile,East
1412,0,Online,South
1413,0,Branch,East
1414,0,Mobile,South
1416,0,Mobile,East
1418,1,DSA,Metro
1419,0,Branch,North
1420,1,Branch,South
1421,0,Branch,West
1423,1,DSA,West
1424,0,DSA,West
1425,0,Mobile,South
1427,0,DSA,East
1428,0,DSA,North
1431,0,Branch,East
1432,0,Branch,South
1434,0,Mobile,South
1435,0,Mobile,North
1436,0,Online,North
1437,0,Online,East
1438,0,Branch,West
1441,0,Branch,South
1442,0,Online,North
1443,0,Mobile,North
1444,0,DSA,South
1446,0,Branch,Metro
1448,0,Mobile,West
1449,1,Online,South
1450,0,Mobile,West
1451,0,Mobile,West
1452,0,Branch,South
1453,0,Mobile,West
1455,0,Branch,Metro
1456,0,Branch,Metro
1457,0,Online,West
1458,0,Mobile,North
1459,0,Online,South
1460,0,DSA,East
1461,0,Branch,East
1462,0,Branch,West
1464,0,DSA,South
1465,0,DSA,Metro
1467,0,Online,South
1468,0,Online,South
1469,0,Mobile,South
1470,1,Branch,North
1471,0,Branch,South
1472,0,Online,North
1473,0,Branch,North
1474,0,Online,South
1475,0,Mobile,Metro
1477,0,DSA,Metro
1478,0,Mobile,West
1479,0,Online,East
1480,0,Mobile,West
1481,0,DSA,North
1482,1,Branch,West
1483,0,Online,East
1484,0,Branch,East
1485,0,DSA,Metro
1486,0,DSA,West
1487,0,DSA,North
1488,0,Branch,North
1489,0,Branch,Metro
1491,0,Branch,West
1493,0,DSA,East
1494,0,Online,North
1495,0,Online,East
1496,0,Branch,South
1497,0,Mobile,East
1498,0,Mobile,North
1499,0,DSA,South
1500,0,DSA,West
1501,0,DSA,South
1502,0,Online,Metro
1503,0,Online,North
1504,1,DSA,Metro
1505,0,DSA,East
1507,0,Mobile,North
1509,1,Mobile,North
1510,0,Mobile,Metro
1511,0,DSA,East
1512,0,DSA,South
1513,0,Branch,West
1514,0,Branch,North
1515,0,Mobile,North
1516,0,Online,West
1517,0,DSA,South
1518,0,DSA,East
1521,0,Online,West
