application_id,channel,region,application_date,sla_breach_flag,op_risk_event_flag,fraud_flag,data_entry_error_flag,kyc_issue_flag,booked_flag,ever_30dpd_6m,app_year_month
284,DSA,North,2023-05-26,1,0,0,1,0,1,0,2023-05
285,Online,South,2023-10-15,0,0,0,0,0,1,0,2023-10
286,DSA,East,2023-08-17,0,0,0,0,0,1,0,2023-08
287,Branch,East,2023-12-17,0,0,0,0,0,1,0,2023-12
288,Branch,North,2023-04-16,0,0,0,1,0,1,0,2023-04
289,Branch,South,2023-03-18,0,1,0,0,0,1,0,2023-03
290,Mobile,South,2023-08-28,0,0,0,0,0,1,0,2023-08
291,Branch,North,2023-02-28,0,1,0,0,0,1,0,2023-02
292,DSA,Metro,2023-11-15,0,0,0,0,0,0,0,2023-11
293,Branch,West,2023-12-15,0,0,0,0,0,0,0,2023-12
294,Online,Metro,2023-07-06,0,0,0,0,0,1,0,2023-07
295,Online,West,2023-09-10,0,0,0,0,0,1,0,2023-09
296,Mobile,South,2023-11-20,0,0,0,0,0,1,0,2023-11
297,Online,West,2023-11-15,0,0,0,0,0,1,0,2023-11
298,DSA,West,2023-09-23,0,0,0,0,0,0,0,2023-09
299,Branch,South,2023-01-14,0,0,0,0,0,1,0,2023-01
300,Mobile,East,2023-09-02,0,0,0,0,0,1,0,2023-09
301,Branch,West,2023-06-28,0,0,0,0,0,1,0,2023-06
302,Branch,North,2023-04-11,0,0,0,0,0,1,0,2023-04
303,DSA,Metro,2023-03-24,0,1,0,0,0,1,0,2023-03
304,Online,South,2023-04-23,1,0,0,0,0,1,0,2023-04
305,Online,South,2023-04-04,0,0,0,0,0,1,0,2023-04
306,Branch,West,2023-08-19,0,0,0,0,0,1,0,2023-08
307,Mobile,East,2023-11-14,1,0,0,0,0,1,0,2023-11
308,Online,East,2023-04-10,1,0,0,0,0,1,0,2023-04
309,Mobile,Metro,2023-08-28,0,0,0,0,0,1,0,2023-08
310,Online,Metro,2023-11-14,0,0,0,0,0,1,0,2023-11
311,Mobile,East,2023-06-09,0,0,0,0,0,0,0,2023-06
312,DSA,East,2023-04-01,1,0,0,0,0,1,0,2023-04
313,Mobile,East,2023-10-06,1,0,0,0,0,1,1,2023-10
314,DSA,West,2023-02-03,1,0,0,0,0,1,0,2023-02
315,DSA,North,2023-07-22,0,0,0,0,0,1,0,2023-07
316,Mobile,Metro,2023-10-06,0,0,0,0,0,0,0,2023-10
317,DSA,South,2023-10-27,0,0,0,0,0,1,0,2023-10
318,Branch,East,2023-04-16,0,0,0,0,0,1,0,2023-04
319,DSA,East,2023-06-17,0,0,0,0,0,1,0,2023-06
320,Online,North,2023-07-03,1,0,0,0,0,1,0,2023-07
321,Mobile,East,2023-07-19,0,0,0,0,0,1,0,2023-07
322,Branch,Metro,2023-01-14,1,0,0,0,0,1,0,2023-01
323,Mobile,East,2023-08-27,0,0,1,0,0,0,0,2023-08
324,Online,North,2023-08-28,0,0,0,0,0,1,0,2023-08
325,Online,West,2023-11-10,1,0,0,0,0,1,0,2023-11
326,Online,Metro,2023-09-03,0,1,0,0,0,1,0,2023-09
327,DSA,West,2023-03-04,0,0,0,0,0,1,0,2023-03
328,DSA,South,2023-08-20,1,1,0,0,0,0,0,2023-08
329,Mobile,North,2023-10-17,0,0,0,0,0,1,0,2023-10
330,Mobile,South,2023-06-09,0,0,0,0,0,1,0,2023-06
331,Branch,South,2023-05-16,0,1,0,0,0,1,0,2023-05
332,Branch,South,2023-01-23,0,0,0,0,0,1,0,2023-01
333,Mobile,South,2023-10-21,0,0,0,0,0,1,0,2023-10
334,DSA,North,2023-08-23,0,0,0,0,0,1,0,2023-08
335,Online,West,2023-08-15,0,0,0,0,0,1,0,2023-08
336,Mobile,East,2023-01-22,1,0,0,0,0,1,0,2023-01
337,Branch,South,2023-12-23,0,1,0,0,0,1,0,2023-12
338,DSA,East,2023-08-01,0,0,0,0,0,1,1,2023-08
339,Mobile,East,2023-06-29,0,0,0,0,0,1,0,2023-06
340,Mobile,South,2023-06-06,0,0,0,0,0,1,0,2023-06
341,DSA,Metro,2023-05-21,0,0,0,0,0,1,0,2023-05
342,Mobile,East,2023-08-17,0,0,0,0,0,1,1,2023-08
343,DSA,Metro,2023-06-19,0,0,0,1,0,1,0,2023-06
344,Online,West,2023-05-06,0,0,0,1,0,1,0,2023-05
345,DSA,East,2023-02-11,0,1,0,0,1,1,0,2023-02
346,DSA,North,2023-04-14,1,0,0,0,0,1,0,2023-04
347,DSA,West,2023-06-11,0,0,0,0,0,0,0,2023-06
348,Mobile,West,2023-08-31,1,0,0,0,0,1,0,2023-08
349,Mobile,Metro,2023-03-15,1,0,0,0,0,1,0,2023-03
350,DSA,South,2023-06-04,0,0,0,0,0,1,0,2023-06
351,Mobile,North,2023-03-21,0,0,0,0,0,0,0,2023-03
352,Branch,North,2023-12-28,0,0,0,0,0,0,0,2023-12
353,Branch,Metro,2023-06-19,0,0,0,1,1,1,0,2023-06
354,Mobile,Metro,2023-10-09,1,0,0,0,0,1,0,2023-10
355,Mobile,West,2023-11-04,0,0,0,0,0,1,0,2023-11
356,DSA,Metro,2023-06-04,1,0,0,0,0,1,0,2023-06
357,Online,South,2023-07-15,0,0,0,0,0,1,0,2023-07
358,Mobile,West,2023-11-13,0,0,0,0,0,1,0,2023-11
359,Branch,West,2023-04-15,0,0,0,0,0,1,0,2023-04
360,DSA,West,2023-01-03,1,1,0,0,0,0,0,2023-01
361,Mobile,North,2023-06-02,1,0,0,0,0,0,0,2023-06
362,Branch,North,2023-06-02,0,0,0,0,0,0,0,2023-06
363,Branch,West,2023-12-24,1,0,0,0,0,0,0,2023-12
364,Online,South,2023-07-12,1,0,0,0,0,1,0,2023-07
365,DSA,East,2023-09-13,0,1,0,0,0,1,0,2023-09
366,DSA,West,2023-08-21,0,0,0,0,0,1,0,2023-08
367,Online,Metro,2023-10-20,0,0,0,0,0,0,0,2023-10
368,Online,East,2023-09-26,0,0,0,0,0,1,0,2023-09
369,DSA,North,2023-03-23,0,0,0,0,0,0,0,2023-03
370,DSA,North,2023-05-23,0,0,0,0,0,1,0,2023-05
371,Mobile,East,2023-05-14,0,0,0,0,0,1,1,2023-05
372,Mobile,Metro,2023-10-22,0,0,0,0,0,1,0,2023-10
373,Online,North,2023-05-21,1,0,0,0,0,1,1,2023-05
374,Mobile,North,2023-03-17,0,0,0,0,0,1,0,2023-03
375,Branch,West,2023-03-15,0,1,0,0,0,1,0,2023-03
376,Mobile,South,2023-05-03,1,0,0,0,0,1,0,2023-05
377,Mobile,Metro,2023-06-03,0,0,0,0,0,1,0,2023-06
378,Branch,West,2023-01-22,0,0,0,0,0,1,0,2023-01
379,Online,South,2023-04-07,0,0,0,0,0,1,0,2023-04
380,Branch,North,2023-04-17,1,0,0,0,0,1,0,2023-04
381,Mobile,South,2023-03-21,1,0,0,0,0,1,0,2023-03
382,Online,North,2023-07-12,0,0,0,0,0,1,0,2023-07
383,Mobile,West,2023-02-12,1,0,0,0,0,1,0,2023-02
384,Branch,North,2023-08-21,0,0,0,0,0,1,0,2023-08
385,Branch,South,2023-08-26,1,0,0,0,0,1,0,2023-08
386,Mobile,West,2023-06-20,1,0,0,0,0,1,0,2023-06
387,DSA,South,2023-03-06,0,0,0,0,0,1,0,2023-03
388,DSA,South,2023-09-24,0,0,0,0,0,1,0,2023-09
389,Branch,East,2023-05-06,0,0,0,0,0,1,0,2023-05
390,Branch,North,2023-08-21,0,0,0,0,0,1,0,2023-08
391,DSA,North,2023-12-08,1,0,0,0,0,1,0,2023-12
392,DSA,South,2023-04-03,0,0,0,0,0,1,0,2023-04
393,Mobile,North,2023-02-03,0,0,0,0,0,1,0,2023-02
394,Mobile,Metro,2023-03-08,1,0,0,0,0,1,0,2023-03
395,DSA,North,2023-08-11,0,0,0,0,1,1,0,2023-08
396,Mobile,West,2023-09-06,0,0,0,0,0,1,0,2023-09
397,Mobile,North,2023-11-10,0,0,0,0,0,0,0,2023-11
398,Online,Metro,2023-09-24,0,0,0,0,0,1,1,2023-09
399,Mobile,South,2023-02-19,1,0,0,0,0,1,0,2023-02
400,Branch,North,2023-04-20,0,0,0,0,0,1,0,2023-04
401,Mobile,West,2023-12-23,0,0,0,0,0,1,0,2023-12
